objID,red_shift,dist2d,flux
1.0983150238549461e+17,0.3631,0.17254309546633437,3.7755488645214224e-05
1.0983150499419214e+17,0.9774,0.2604304885373749,1.1130866520640362e-05
1.098315072332935e+17,0.79,0.24255442870406144,2.3134600724006305e-06
1.0983150740531032e+17,0.667,0.02818634079680698,2.4560300744269625e-06
1.0983150750463766e+17,0.66923106,0.04969762259504594,9.550488408017878e-06
1.09831507598377e+17,0.672,0.23248537959682183,2.279939963045763e-06
1.098315076667775e+17,2.6444011e-05,0.31400980516299604,0.0026091733145424062
1.0984149561914152e+17,1.4054,0.15789933104079343,1.161492496066785e-05
1.098414962251986e+17,1.5596,0.09154950329463414,4.394787481487583e-06
1.0984149704304702e+17,0.3639,0.08682952832737716,3.081138511333848e-05
1.098414974443229e+17,0.9279,0.11305809079371591,2.899467517636367e-06
1.0984149761426261e+17,0.3094,0.06522620746368794,4.117763978683797e-06
1.0984149795736877e+17,3.2441123,0.06567591097295389,1.6567489518293816e-05
1.0984149852156574e+17,0.4712,0.09587934456196638,1.3791052286093043e-05
1.0984149977009286e+17,0.6234063,0.08514794919493822,1.3862433307723324e-05
1.098414997823926e+17,0.481,0.05546880646795539,3.0993624659458877e-05
1.0984150749474816e+17,0.667,0.12246742344428341,5.442993824544828e-06
1.0985149906072299e+17,0.20282917,0.09908625965870435,0.00011198720828057655
1.098514994493694e+17,0.928,0.11390546661927867,3.7468849996002973e-06
1.0985150111225251e+17,0.285,0.20895203170298082,3.866521533032378e-05
1.0985150613345634e+17,0.10316592,0.2844072305607611,0.00016385249728045892
1.0985150663802574e+17,0.847,0.1720685713530583,4.7105559815463495e-06
1.0985150739900685e+17,0.63,0.15781638725948222,4.943746944263694e-06
1.098515074684474e+17,0.631,0.42237240449962443,3.5516450225259177e-06
1.0985150747070766e+17,0.631,0.06364231958180452,3.546881695607832e-06
1.0986149512746085e+17,0.00042023702,0.09155492764937094,0.00012515614382989173
1.0986149538203464e+17,0.9873,0.535072845950168,2.392883364639905e-06
1.0986149589193797e+17,0.4379,0.16099273023476224,1.976976013793319e-05
1.0986149783765024e+17,0.3709,0.08764679941178619,7.99335361989506e-06
1.0986149976131294e+17,0.6762,0.0735641993244049,3.2543987629196636e-06
1.0986150033939262e+17,1.1713417,0.019347945548617986,2.3558850113080222e-05
1.098615014638295e+17,1.03,0.24189024166614428,2.7767167315081074e-06
1.098615025182746e+17,3.747,0.38404956180405914,5.7706602092366666e-06
1.0986150288140741e+17,0.36369655,0.01988295115145399,5.183796666743648e-05
1.0986150298596554e+17,0.3602662,0.0589682561776135,3.386819992101664e-05
1.0986150633031706e+17,1.257,0.13131097017216056,5.583614949955518e-06
1.0986150718170707e+17,0.9366,0.10210739629096681,8.240326353968288e-06
1.0986150765229326e+17,0.961,0.10329637602561478,2.56573997603482e-06
1.0986150822392187e+17,0.00034068033,0.11815171737729127,0.00014439415267238824
1.0987149458265846e+17,2.0034,0.013822382258272273,3.4421338568790816e-05
1.0987149464954435e+17,0.6708,0.16540541407204612,1.047745496407515e-05
1.0987149705397998e+17,0.2063,0.10911897618509223,3.885286275817634e-06
1.0987149711576418e+17,0.8424,0.041408459723198725,2.3982980110304196e-06
1.0987149833433869e+17,0.7615,0.09969970370401542,4.757045543455105e-06
1.098715004680138e+17,0.3543,0.01812925638392857,8.28942950192868e-06
1.098715027943652e+17,0.68,0.6243731382767091,2.7276000764686614e-06
1.0987150335864862e+17,0.08551911,0.05338487397091145,0.00032325225220120046
1.098715042783127e+17,0.000959812,0.28368639902871673,0.00011240525054745376
1.0987150451431371e+17,0.09888583,0.11344525681945826,0.00043284667319514684
1.0987150506135558e+17,8.821953e-05,0.255505230504958,5.3351875067164656e-05
1.0987150520208912e+17,0.0981,0.17880615957945856,0.00010745741813231938
1.0987150706346277e+17,0.9285,0.04836050732029905,1.1292032468190882e-05
1.0988149462917342e+17,0.1288,0.17203284248764195,3.756726654400053e-06
1.0988149737439464e+17,0.4207,0.0891576685111803,2.388634565401541e-05
1.098814976414297e+17,0.6685,0.02414835221082707,5.568893051041903e-06
1.0988149985273362e+17,1.1593,0.2025267809961243,2.8868542878106903e-06
1.0988150157335088e+17,0.16772972,0.15623285946457688,9.329021413577721e-05
1.0988150287262051e+17,0.3458,0.11246986708289632,3.7195018649072153e-05
1.0988150383999738e+17,1.3612646,0.043313568298512274,4.143843998463126e-05
1.0988150618805467e+17,0.779,0.4287133447754397,5.912449978495715e-06
1.098815062838767e+17,1.603,0.2560064323062047,8.626880116935354e-06
1.0988150654636723e+17,0.3693,0.0576721918653005,2.1777847474655382e-05
1.0989149499061427e+17,0.0009700152,0.021556307178812337,0.0002271265497256536
1.0989149682002424e+17,0.4127,0.12900923121964056,2.7934899662795944e-06
1.0989150020659515e+17,1.249,0.34475410288360164,2.7999799385725055e-06
1.0989150069694982e+17,0.9717,0.19959339399994844,3.275579956607544e-06
1.0989150158383318e+17,0.34,0.08798700583232834,1.011400228081685e-05
1.098915018606312e+17,0.36197677,0.14923748463090955,3.532699985145074e-05
1.0989150191992374e+17,0.5176,0.013872513092241991,3.815997501988022e-06
1.0989150282178707e+17,0.3650194,0.07678624058039005,5.696876505680848e-05
1.0989150499290109e+17,0.5176,0.07958230250944358,1.4085999888872417e-05
1.0989150776926741e+17,7.554323e-05,0.06521289139849609,0.00047462064642733075
1.0990149531755872e+17,0.3731,0.22055588376495303,2.3097018294554967e-05
1.0990149593809203e+17,0.027746605,0.13053152379140032,0.00023823966572914893
1.0990149679820542e+17,0.00080878986,0.09248409934442169,6.486242500614026e-05
1.0990149753112546e+17,0.4668,0.08371703575288582,1.907975001813611e-05
1.0990149943406123e+17,0.9266,0.08662533718406691,2.650956654785356e-06
1.0990150025330341e+17,0.4141,0.2043779702026972,6.907331999173038e-06
1.0990150204283942e+17,0.2218,0.13677553391327466,3.094696307925915e-05
1.0990150261116915e+17,4.324,0.7201178538073435,1.3857199974154355e-06
1.0990150498551168e+17,0.00013975515,0.12127869761985653,0.000292346455601298
1.0990150659362954e+17,0.647,0.1377830720106815,2.8956098958587972e-06
1.0990150692908678e+17,0.68,0.11757451762668114,4.3124024955432105e-06
1.0990150706660718e+17,0.8827,0.11502593560953829,2.963420034315537e-06
1.0991149435693088e+17,0.7394,0.23924391040232487,2.403779944870621e-06
1.0991149451928192e+17,0.12794276,0.12179963818575588,7.738084070083192e-05
1.0991149580641056e+17,3.0618248,0.07791156754074098,9.606195044398192e-06
1.0991149651395514e+17,0.8458,0.2556296134406342,2.4612349989183713e-06
1.0991149756259173e+17,0.7677,0.23803968083325094,2.7972199794541145e-06
1.0991149781131805e+17,0.53,0.17710648184216354,2.789738744013448e-06
1.0991149823836746e+17,0.4661,0.11206278764611378,6.6862501171272015e-06
1.0991149930217942e+17,0.22,0.3701522499302092,2.4566899128330988e-06
1.0991149930556515e+17,0.2217,0.17943478659775056,3.335472930692569e-05
1.0991150145834227e+17,0.906,0.6019494446453882,2.545569941503345e-06
1.099115016870108e+17,0.22,0.17449689193753437,5.042063094151672e-06
1.0991150245533878e+17,0.703,0.13705468953372157,5.6457008289119886e-06
1.0991150263665525e+17,0.00028154967,0.25701756546119764,1.8757705422305866e-05
1.0991150264001517e+17,0.00028154967,0.0895520019785045,2.0735350062750513e-05
1.0991150570068213e+17,0.1041,0.2604017375973544,7.07718136254698e-05
1.0991150645762053e+17,0.48,0.08833120284413024,1.0814597953867632e-05
1.099115065557533e+17,0.957,0.3130929486856714,2.776302017082344e-06
1.0991150688566085e+17,0.58,0.1621349267628704,7.742928119114367e-06
1.0991150701862746e+17,0.22,0.07139752756973625,2.5442894386489774e-05
1.0991150831531885e+17,0.43372777,0.05455150444121747,2.208797045836143e-05
1.0992149746026138e+17,0.1354,0.06620995622611048,5.2894280543114295e-06
1.0992149960643371e+17,0.69154555,0.17379089226733724,1.153101048227032e-05
1.0992149964132901e+17,0.84,0.10890931656146763,5.062202490080381e-06
1.0992150010608069e+17,0.5159787,0.08209454149676385,1.1525669378897874e-05
1.0992150047782933e+17,0.1492,0.10531791244036992,3.4442928803660574e-06
1.0992150152252923e+17,0.228,0.1350174021675523,6.361830600098983e-06
1.099215031104365e+17,0.00021319077,0.29239179326209924,0.0008060280492322312
1.0992150326925203e+17,0.1045,0.23012430011685595,5.201077533456555e-05
1.0992150408454944e+17,5.505031e-06,0.14847780736796026,0.0010029148324974813
1.0992150688963362e+17,0.36,0.12711702905129785,1.2531250477978676e-05
1.0992150813397274e+17,0.49997303,0.08737433303117906,1.3117733437360988e-05
1.099314941213202e+17,0.3973,0.04095392078182918,7.462199970508333e-06
1.0993149458012954e+17,3.2712,0.6532118532920187,7.072680091368966e-06
1.0993149460447902e+17,0.4296,0.042822263589381244,8.962827156638549e-06
1.099314955597686e+17,0.0,0.03066880018585347,7.879719987613498e-06
1.0993149573825994e+17,0.3362,0.5274542071860471,2.426490027573891e-06
1.0993149624234934e+17,1.094,0.455021052676017,3.82704001822276e-06
1.099314965141596e+17,0.3013,0.028486575518998056,1.193001153296791e-05
1.099314967367193e+17,0.4646,0.2742675471517118,3.6973299302189844e-06
1.0993149682395888e+17,0.451,0.10694169100344023,9.255907834334434e-06
1.0993149711105882e+17,0.4819,0.02578181587797546,1.0041702968438211e-05
1.09931497645319e+17,0.5304,0.12045087704567346,3.5753750466938072e-06
1.0993149767457938e+17,0.7005,0.20495004944686196,3.201022479970561e-06
1.0993149770180395e+17,0.5168,0.12599493532918052,3.363426259284097e-06
1.0993149817150928e+17,0.5456,0.0700128161449399,2.8923899814496203e-06
1.0993149835510882e+17,0.6699,0.42373115972582465,2.4533098894607974e-06
1.0993149849055854e+17,0.1589,0.2277797483531595,3.2824700610945e-06
1.0993149901928362e+17,2.462461e-05,0.20129417228988888,0.001176531363109296
1.0993149905227917e+17,0.3532,0.04131911413026342,3.3597071770990235e-06
1.0993149933471848e+17,0.4206,0.07055574297809745,2.6477949859327055e-06
1.0993149958239936e+17,0.1171,0.5042045132965438,4.975579940946773e-06
1.0993149965384958e+17,0.2215,0.08372168784068268,2.9605433458831007e-06
1.099314998157693e+17,0.27,0.13116941642484517,3.766940062632784e-05
1.0993149998028882e+17,0.5417,0.12426718857118832,8.068740174037106e-06
1.0993150039758885e+17,0.1329,0.03997681333791543,0.00017491529870312662
1.099315004700194e+17,0.005,0.1828587584723706,6.71974756490575e-06
1.099315006036794e+17,0.2179,0.6557752927784118,2.3847699139878387e-06
1.0993150084084821e+17,0.33,0.09114468217176935,1.0049933962363866e-05
1.0993150102296842e+17,0.0,0.061237991700089256,6.757824000184579e-06
1.0993150107594925e+17,0.539,0.18676274705605053,8.346227502897818e-06
1.099315012254168e+17,0.17,0.08235187018760316,1.638180241570808e-05
1.0993150127705899e+17,0.0,0.09249991225356144,2.866233292782757e-06
1.0993150128397912e+17,0.6938,0.21890766375592755,2.759489916570601e-06
1.0993150174010469e+17,0.1649,0.11507603375978898,8.526161452339563e-05
1.0993150176791974e+17,0.487,0.26377705209943,8.23402009094328e-06
1.0993150191208067e+17,0.74,0.13164452571523474,7.793923941790126e-06
1.099315020347689e+17,0.5311,0.39390743470128275,8.222521870493438e-06
1.0993150206773984e+17,0.5149,0.11187155812226386,1.5374255053757224e-05
1.0993150218689976e+17,0.481,0.3644477734840858,2.446389999022358e-06
1.0993150263605395e+17,0.00047293765,0.1314876200549013,0.0004199812948868117
1.0993150285639987e+17,2.8948,0.46229314461271537,9.562790182826575e-06
1.0993150296107443e+17,0.3456,0.08198122690281055,3.5620745165942935e-05
1.0993150305213814e+17,0.3402,0.042671488821807727,5.068880955150234e-06
1.0993150313359827e+17,0.6928,0.13900961673830003,2.4249800389952725e-06
1.0993150336269856e+17,2.5274,0.6699645028451092,0.0002733499859459698
1.0993150338936888e+17,0.23,0.12270997011113095,4.826848311899489e-05
1.099315037259717e+17,0.1042,0.07361152002635876,0.0003049360020668246
1.0993150377722032e+17,0.7369,0.053824661150911654,3.826819985468839e-06
1.0993150524870829e+17,0.0011992798,0.12041256038695186,0.00018616087436384987
1.0993150559142994e+17,0.00024198217,0.09329972701690037,0.0004493612480776695
1.0993150632515467e+17,0.934,0.32465398032004955,5.818804993396043e-06
1.0993150812774733e+17,0.16581658,0.06071287715596107,0.00010140573350428086
1.0994149471794341e+17,0.7581,0.2530929653551289,2.6905866737555093e-06
1.0994149473055904e+17,0.32,0.31762865181843286,1.055928669302375e-05
1.0994149474600664e+17,0.5266,0.1036931715346356,5.799801670036686e-06
1.0994149480287182e+17,0.3447,0.29962459767482336,3.0789999527769396e-06
1.0994149480699264e+17,0.1274,0.29966705485067624,3.1203414242294717e-06
1.0994149482383013e+17,2.8704,0.4129854404362354,5.104960109747481e-06
1.099414948809852e+17,0.3547,0.11985074694195011,2.3213990152726184e-05
1.099414948825886e+17,0.3559,0.03137701911327913,6.369284028551192e-06
1.0994149491080736e+17,0.7886,0.11333249342653677,4.5599530949402835e-06
1.0994149503100832e+17,0.4945,0.03941360194549877,4.228886685571827e-06
1.0994149505503862e+17,0.5327,0.7299362973647034,6.927230060682632e-06
1.0994149511883342e+17,0.3789,0.69688930142126,6.253009814827237e-06
1.0994149511942379e+17,0.3789,0.08909661873560337,4.061191443075326e-06
1.0994149522879178e+17,0.32,0.10776508602750376,2.901359948737081e-06
1.0994149523004454e+17,0.4594,0.09048556085703387,7.81528000088121e-06
1.0994149538205154e+17,0.0,0.38412996996588417,1.2411700178442212e-05
1.0994149539012154e+17,0.3968,0.019277147860652818,1.2902377925961951e-05
1.0994149541827107e+17,0.0,0.051761338628706334,3.711737008416094e-05
1.0994149542906507e+17,0.3597,0.04175292346738457,1.6404598351403944e-05
1.0994149555378134e+17,0.6179,0.3952350448412098,7.733430265943753e-06
1.0994149569436683e+17,0.5006,0.09609072834729555,1.9203975095175945e-05
1.0994149576956187e+17,0.6525,0.05159976553738057,7.700538455018041e-06
1.0994149601251734e+17,0.07,0.054272691140517935,1.239190071698561e-05
1.0994149635776648e+17,0.0,0.14394613011484908,5.883802009520877e-06
1.0994149640060414e+17,1.4601,0.149046407067002,2.488571999492706e-06
1.099414964467352e+17,0.2821,0.09926331072196992,2.500790060366853e-06
1.0994149651499862e+17,0.6046,0.630967292849866,3.5891666811949108e-06
1.099414965176885e+17,0.6046,0.2129097342718421,3.4022674526568153e-06
1.0994149652044867e+17,0.6046,0.22806865036653565,3.5989000934932847e-06
1.0994149652068728e+17,1.1724,0.27823045203217106,2.794545025608386e-06
1.099414965458678e+17,0.4887,0.21700839444477688,2.908340093199513e-06
1.0994149654955795e+17,0.4887,0.5002487925440074,4.823495032724168e-06
1.099414965566439e+17,0.3043,0.07002596437889404,1.397061242869313e-05
1.0994149655839867e+17,0.442,0.06165170807809198,6.095403326374556e-06
1.0994149656928229e+17,0.4883,0.4402193500098726,7.98422979642055e-06
1.0994149656972074e+17,3.2605,0.20767146672556008,2.512950004529557e-06
1.0994149657235232e+17,0.4883,0.08566548193434548,7.076258463292526e-06
1.0994149659082573e+17,0.2868,0.21151030381952735,2.4431700467175688e-06
1.0994149666335426e+17,0.4497,0.07867424447880617,1.4757955593975365e-05
1.0994149668168342e+17,0.5166,0.1059020184435702,3.008838575624395e-06
1.0994149671436744e+17,0.6294,0.08306532666269874,6.6476878341096124e-06
1.0994149681554458e+17,2.7016,0.2922872754294522,7.160379936976824e-06
1.0994149684879408e+17,2.6121,0.7124378401598332,2.8925557476863365e-06
1.0994149686578453e+17,0.5099,0.1036508070986878,2.4754550622674287e-06
1.099414968818544e+17,0.4712,0.06359483608363961,9.18264080003913e-06
1.099414969041344e+17,0.48147902,0.05782180284509103,1.6409317782638347e-05
1.0994149704413658e+17,0.661,0.03445423305061843,2.8969075174245518e-06
1.0994149713242136e+17,0.00022950364,0.1364153667925166,0.0009175485647574533
1.0994149717043482e+17,0.0998,0.30190972862200677,0.00015911340861665931
1.0994149719540054e+17,1.0645,0.6122593381864314,3.847710104309954e-06
1.099414972901225e+17,0.0,0.06845928441128905,4.103060035731687e-06
1.0994149733045336e+17,0.4316,0.696478816962067,2.094569936161861e-06
1.0994149734830581e+17,0.1887,0.43700431872853374,2.2564699975191616e-06
1.0994149738045405e+17,0.0,0.13782968430499498,2.362735028782481e-05
1.0994149748249093e+17,0.3741,0.44497429667203364,2.8207000468682963e-06
1.0994149749388213e+17,0.3691,0.06114465461297755,2.2243404964683576e-05
1.0994149750767419e+17,0.3818,0.10674221074222874,3.7161320506129413e-06
1.0994149754859466e+17,0.3701,0.08051445387487029,8.653266291958062e-06
1.0994149759122278e+17,2.3349,0.6922387900058277,4.272490059520351e-06
1.0994149763290685e+17,0.3703,0.15604964480777864,1.777977721710493e-05
1.0994149765220872e+17,0.372,0.0417816107600535,3.80673814106558e-05
1.0994149765226091e+17,0.5168,0.2889799811666229,1.6829877747821025e-05
1.0994149771595478e+17,0.5344,0.1645575615953255,2.9936400096630678e-06
1.0994149779226186e+17,0.4284,0.3073020662845826,2.845579956556321e-06
1.0994149779883458e+17,0.373,0.11730878369403512,4.191398744524122e-06
1.0994149781009282e+17,1.1469,0.7428600427263643,5.503460215550149e-06
1.0994149781332288e+17,0.3375,0.06908717305971279,5.414419774751877e-06
1.0994149782074597e+17,3.3446,0.4808765659824933,2.2769299903302453e-06
1.0994149783790893e+17,0.3571,0.27713470545085855,2.981905026899767e-06
1.0994149786262299e+17,0.4367,0.14562474315179555,9.034253113126257e-06
1.0994149786972872e+17,1.723,0.5724434111447876,5.525309916265542e-06
1.0994149799261474e+17,0.3885,0.12696872202232334,2.9764200007775798e-06
1.0994149804786261e+17,0.6252,0.07469109422743835,3.4704242872456755e-06
1.0994149807259624e+17,0.3803,0.07925962825555663,1.726455002426519e-05
1.0994149808261971e+17,0.316,0.31516663441015713,3.029249910468934e-06
1.0994149836236195e+17,0.6994,0.1260609833711203,3.0566150144295534e-06
1.0994149845065786e+17,0.3037,0.39163655579410434,3.6099600038141944e-06
1.0994149847049131e+17,1.2926,0.2774132865990927,2.7487999432196375e-06
1.0994149847162406e+17,0.4822,0.17980053444979066,3.1725599910714664e-06
1.0994149848300928e+17,0.655,0.28649803441195915,2.4246799057436874e-06
1.0994149849262218e+17,0.6957,0.009708730753947143,6.0181608784081284e-06
1.0994149855339536e+17,0.6414,0.5008749771975287,4.3152399484824855e-06
1.0994149855517912e+17,0.501,0.09512505155643275,7.491132919312804e-06
1.0994149859850139e+17,0.7945,0.47527630774909463,3.047753352802829e-06
1.0994149862331982e+17,1.189,0.2717029045950981,8.146999789460097e-06
1.0994149865931774e+17,1.5131,0.2970034836418377,9.317759577243123e-06
1.0994149872402056e+17,0.3649,0.40269801002968797,2.6752099984150846e-06
1.0994149880414954e+17,0.0,0.06400842945504405,3.7874688637708055e-06
1.0994149888920326e+17,0.0,0.06749564831227206,5.5877874274301575e-06
1.0994149890569966e+17,1.2575,0.0996307574440085,5.621930085908389e-06
1.0994149905828803e+17,0.4013,0.10869115704065509,2.4422733986284584e-06
1.0994149912644448e+17,0.0711,0.7830553578500222,1.3040200428804383e-05
1.0994149918922906e+17,0.2257,0.3416031470038006,2.4547600787627744e-06
1.0994149922299674e+17,0.5144,0.1801801542555005,4.314425041229697e-06
1.0994149928698598e+17,2.446,0.7694484755952182,1.1568899935809895e-05
1.0994149929510602e+17,1.4101,0.7738922163330597,1.0192699846811593e-05
1.0994149932681634e+17,2.039,0.7164197232608608,1.4022100003785454e-05
1.0994149932958203e+17,0.3807,0.07390039412796348,1.8087128583352924e-05
1.099414994342242e+17,1.1463,0.18017838822279242,2.622905071802961e-06
1.0994149951027989e+17,1.2141,0.5815375811543345,2.009350055232062e-06
1.0994149967864043e+17,0.5522,0.5787425586874431,2.846293303567412e-06
1.0994149968181069e+17,0.5542,0.028775315936226186,2.7256000218282375e-06
1.0994149970139022e+17,1.0216,0.11731760938229244,3.17070998789859e-06
1.0994149980922458e+17,0.7507,0.11796320816560209,3.0644379876321183e-06
1.099414998593711e+17,1.1496,0.1157149903325871,3.53424746890596e-06
1.0994149994964226e+17,1.5821,0.05106181460826363,2.933114956249483e-06
1.0994150002287464e+17,1.0149,0.43164137586078044,2.4839966499712318e-05
1.0994150008383952e+17,0.005,0.3501185734479483,2.4801678461829268e-05
1.0994150015456486e+17,0.3603,0.11241191221228522,8.7956265512427e-06
1.0994150029870818e+17,0.5678,0.1702847356236618,2.979569899252965e-06
1.0994150032778696e+17,0.8663,0.7626453484112861,3.975800154876197e-06
1.0994150034095622e+17,0.1309,0.05547632169566152,4.63997332392157e-05
1.0994150035199805e+17,0.6402,0.049203603624582974,3.7775562589104084e-06
1.0994150042657658e+17,0.4805,0.2518217033524675,3.4726299418252893e-06
1.0994150044126101e+17,0.6146,0.01068438809206625,1.0562185276572372e-05
1.0994150044755338e+17,0.5213,0.09820043833105949,5.605921023743576e-06
1.0994150062005883e+17,2.2945,0.45991996519677614,0.001002890057861805
1.0994150064792482e+17,0.4062,0.13453368950831524,1.4430413102672901e-05
1.0994150067807854e+17,1.6547,0.15431214219093298,4.04976981371874e-06
1.0994150068945962e+17,1.8336,0.5554823433052677,1.8360000467509963e-05
1.0994150069151437e+17,2.8189,0.5787892680602672,2.604630026326049e-06
1.0994150069298968e+17,1.8336,0.12686733127366018,2.0103880160604604e-05
1.0994150071394832e+17,2.0407,0.5252302017770404,8.393279737598883e-06
1.0994150072854346e+17,0.3594,0.43553085360163507,8.441899808531161e-06
1.0994150073292358e+17,0.3594,0.18841206385799902,1.2130227787565673e-05
1.0994150073827032e+17,0.2074,0.07807295572257254,7.082557171348266e-06
1.0994150075311696e+17,0.5533,0.5428795244877204,3.332779897391447e-06
1.0994150078088949e+17,0.622,0.26426315715017484,6.319080057437532e-06
1.0994150078223918e+17,0.622,0.09868185616600568,3.18585853165132e-06
1.0994150102437094e+17,0.23,0.06997571711872616,1.9275453828763253e-05
1.0994150105291952e+17,0.1701,0.09408775826333247,9.04384585903079e-06
1.0994150106629469e+17,0.2213,0.11833807191230265,4.647665567366251e-06
1.0994150125101074e+17,0.16,0.026231367076283083,9.043929943193992e-05
1.099415013036474e+17,0.187,0.10259698370287643,8.232288905674068e-06
1.09941501319136e+17,0.2847,0.12007345398318982,8.133429370597392e-06
1.099415013670727e+17,0.0,0.16026667386866256,6.7619564885847335e-06
1.099415013683459e+17,0.1788,0.17618688254435913,2.7128839974466246e-06
1.0994150137087014e+17,0.5184,0.15307461151608212,6.823226123322876e-06
1.0994150138998414e+17,0.5223,0.10698416870885917,7.624487085088142e-06
1.0994150140381019e+17,0.8182,0.03427420431688417,2.2417250420403434e-06
1.0994150142425994e+17,0.0,0.12219488410593854,6.19748016106314e-06
1.0994150144749862e+17,0.428,0.44649883968048903,6.468399988079909e-06
1.099415014608117e+17,0.5146,0.09657686252716757,3.0112349236333102e-06
1.0994150152648608e+17,0.2207,0.13758224958854517,7.412264299741114e-06
1.0994150159595326e+17,1.2477,0.4312622938265201,1.0036239928012947e-05
1.0994150173041965e+17,1.0806,0.41415185501484575,2.8787599148927256e-06
1.0994150173179006e+17,0.9946,0.24643872925098423,2.569747864202197e-05
1.0994150173294925e+17,0.0,0.3005811036115887,3.1857700832915725e-06
1.0994150176762637e+17,0.9536,0.6123471689981851,5.53482004761463e-06
1.099415017772741e+17,3.121,0.20962835382962378,7.987649951246567e-06
1.0994150180712197e+17,0.4664,0.18385262714926784,8.19653577569365e-06
1.0994150181183744e+17,0.2854,0.1531264590675165,3.7135633495684792e-06
