objID,avg_mags,mag_rms
109681495240578506,14.630370063936208,0.0556017844547354
109681495288258808,15.51385740027907,0.005950950630244793
109681495292805906,20.667469869321742,0.07791013496442341
109681495294128642,20.638015333093133,0.16537761377754784
109681495299185417,21.440529349381467,0.12090269894597086
109681495300196541,20.539795072860244,0.10639457983387739
109681495347728181,18.846474388238306,0.011150783026349842
109681495352076457,18.585196237607242,0.015845493802883227
109681495364993796,19.62362917545583,0.1482344435138458
109681495390326230,21.1516064767157,0.06545327474022085
109681495392204502,21.799261483881065,0.3964716724436433
109681495407878251,20.509579556013925,0.06190401875811042
109681495429449866,15.955101754828277,0.01540373797855743
109681495431634598,14.88450235036862,0.015010433155857742
109681495437195227,20.226068099832233,0.03885209941894274
109681495458529019,21.579383021847057,0.028505443623622284
109681495477012976,20.33619813914502,0.030541573163827707
109681495478062324,20.642211257202707,0.3288889344883608
109681495479585531,19.97570818947004,0.1049770749978336
109681495482773241,20.964649147756734,0.15074218749943782
109681495485178487,17.88018458266742,0.01338192869088246
109681495499762850,14.957119043720903,0.03463982317096033
109681495500205485,19.24376247729681,0.1217717533849143
109681495502743980,17.15327101915247,0.07282766565122101
109681495505074246,21.45346376338337,0.09064302521458778
109681495518534959,20.292906132235686,0.051191026776639906
109681495559459004,20.513773953848037,0.2142943937281654
109681495576154985,20.620948942211978,0.3771430534029889
109681495580337796,19.58320476961709,0.1173502242338131
109681495581257055,16.9324790018806,0.06499972810800715
109681495589844256,21.40150359886979,0.17279601195025526
109681495605107954,21.245395041153202,0.13204622822657042
109681495610901323,21.436924010852074,0.10398152525839066
109681495648968644,17.965094530798762,0.12324952265596127
109681495680549593,20.92101225481013,0.0336794385950526
109681495706179695,18.988828533708993,0.011828373236163259
109681495751782936,21.27144003510529,0.07950115144589916
109681495758367502,18.881703566032687,0.06662960467390887
109681495790784220,19.504811688011664,0.14240790761921016
109681495810424402,19.704738101334147,0.15092705730877043
109681495889276115,20.918955934330956,0.1522856611515119
109681495901477952,20.416455531699,0.04206914576743159
109681495910826016,20.993493206676103,0.21815394850662276
109681495927399464,21.331504760889796,0.12846617475013686
109681495941609318,21.335240845315393,0.07294806320659859
109681495962805118,17.039987308718104,0.02065476389070093
109681495970455552,19.931621500682304,0.04815041178316193
109681495995887585,21.068172450217435,0.2100297146636212
109681496000147484,21.28102768676598,0.10070289919076103
109681496012125116,13.913369630884475,0.013352782597721694
109681496057409730,19.002273039292696,0.013625033534746932
109681496116338450,20.07133493824302,0.0913365183732239
109681496154309488,18.05011044172126,0.025335527429621862
109681496156429748,20.016018040787145,0.10547023954442025
109681498100868526,16.748795712834248,0.02702566846134502
109681498101049615,20.7353786589933,0.08829038111161794
109681498103889097,20.9555679605722,0.0293990743547153
109681498139799789,19.933957676817936,0.2022523651820697
109681498220818949,20.419500763791728,0.16324573325726574
109681498254449017,17.454122771875426,0.012105714013282665
109681498279754902,20.010469150321565,0.022981472383000322
109681498303845265,18.280773085507892,0.037977346763194454
109681498340124527,20.41195721666987,0.5358090374895482
109681498364426400,16.310153126988563,0.011697192556844982
109681498381487246,19.581869148390048,0.05402562090258769
109681498390946837,20.938516021861595,0.06412650533427211
109681498418377837,21.604834357351137,0.27569667192504566
109681498420757495,21.211201711910537,0.1331540583380478
109681498453625119,20.923334539638024,0.15570414605945462
109681498454572697,21.4484828377866,0.13015292336396556
109681498462274884,21.276068253191067,0.1674828244164086
109681498487132671,20.530522577791213,0.08591824543438742
109681498492992168,21.7334131405765,0.25249597588870076
109681498557288241,18.703372586839983,0.019146920434649366
109681498599593136,19.597520264259163,0.02264439442281798
109681498616735617,18.292345301744135,0.010832143990498366
109681498618406515,16.387274662999193,0.007406337971441904
109681498618714065,14.943533928445655,0.0392015394285
109681498659594877,17.986551724816813,0.07293139804973307
109681498701175361,20.673227702207598,0.13632482680301194
109681498706538882,19.154570192120833,0.07541580876965119
109681498725406340,21.143748008083598,0.09047566868766463
109681498731525092,20.804688744112557,0.17924165313466686
109681498775564914,16.913166392440495,0.1681515343524294
109681498799137591,21.15668140003024,0.15826984933889424
109681498869116317,21.028257453956826,0.030574137261338546
109681498880028450,20.75324126496151,0.05450952679658272
109681498940707533,20.93001833016549,0.061226984732616785
109681501077846300,21.280033355420162,0.1258521283185797
109681501080805775,18.844515042606417,0.01334648989317877
109681501157469450,21.46139506657203,0.05171459114806609
109681501166258482,21.34190715128633,0.049929630240012554
109681501186767132,21.07138363685854,0.10542481575050187
109681501201193365,21.81481026554588,0.18307173052012402
109681501204683154,18.960463391265556,0.010764258043354857
109681501220573100,20.996022604449543,0.08510056578993996
109681501223582976,19.88514578384363,0.03419859531323368
109681501236725675,15.910425154129745,0.010911696743081834
109681501241905730,19.253076228252148,0.08778407952772085
109681501262558939,19.949201294439256,0.07739467475247608
109681501279276333,21.50692036723664,0.13677387281069286
