avg_mags,mag_rms
6.783836355357353,0.12606177456221357
7.615837296258241,0.02668540537016898
12.782888191986508,0.10214417339941635
14.2966172380199,0.26025441374588965
12.81108286360832,0.1953658705547082
13.62952569299479,0.16329407086195222
12.688775394544997,0.17131672541981435
10.944234892714206,0.04171277540673781
10.684418005637378,0.03557394502111056
11.751583577676126,0.18015499643164376
13.294599112604171,0.1506087473504093
14.179754500423504,0.6300557036660958
14.27542759999999,0.16323939118336617
12.627589553440089,0.23857606038410759
8.066994480081528,0.02918463159859906
6.991993587238566,0.023699512008373936
12.335643699559624,0.06425588642603743
13.69487280073351,0.08410756600755023
12.432934596341738,0.05553336225068397
12.79062577286441,0.42889262265778083
12.091079296472458,0.1756349646574891
13.313494326325781,0.0780758219278262
13.118917309243137,0.1931040917779791
9.98266764740227,0.02564902767281338
7.075903436044599,0.10328132272749699
11.375842946056537,0.16846703751640094
5.595213217633193,0.04932131161567075
9.319524333786095,0.18616746283006042
14.254296534199781,0.20523556443970117
13.655146940615555,0.1770412217893777
12.40238605111074,0.11027554345527858
12.67913794568403,0.22273732555018072
12.545167454085542,0.32842692761371034
11.703577014496089,0.11776174626866236
9.041248854980614,0.07348161198101182
13.627541201191901,0.22709788635322525
13.90156319130595,0.11036517225743069
13.438942893800895,0.2096239813139667
13.575370221088052,0.14527562877619707
14.46490846702352,0.3882239918693148
10.049606008305648,0.23965721072896218
13.022090589188883,0.12516873440413126
13.505156875861728,0.14890594989940298
11.092055198532675,0.03758644449675706
14.186688491907063,0.3552378840443791
13.402295659750356,0.13905831905208607
11.004363444998575,0.09540228788309593
11.675169004733036,0.14538412724885888
11.868913135593111,0.1762107310745367
13.09155507017746,0.20477983603637392
14.223471840182356,0.1252363345730549
12.533820088220907,0.06741258483862389
12.875888711653236,0.4537847118360471
13.529612950851398,0.2776951501629417
13.485063000178904,0.10780770352046805
9.139388279541038,0.13446947437444756
12.046393876424354,0.15408720369786066
13.23404575097254,0.27497201772973723
13.420040442422783,0.15772845504497646
13.465232832308622,0.1312552411950469
13.602548606048366,0.17285406377977833
12.943537841360284,0.11593478777441497
6.008895409082654,0.04434090698716498
11.10638883195633,0.03642053597949646
13.08193911516722,0.10628493013431983
12.141491505619376,0.17620340923940545
10.15115053484985,0.037868228625379856
12.11060421121559,0.23824702261629505
8.851626722715453,0.048920757600251975
8.24949364297657,0.08233218756570691
12.849820565402842,0.13521652983655577
13.051477304170408,0.06144703828101364
12.027335147233192,0.27780734657525313
12.4871751713266,0.2019426304090039
14.384249338822972,0.28418750404062243
14.011715450245593,0.12315587241507966
10.709157057255076,0.04662196779893871
