objID,avg_flux
1.0988151024368266e+17,6.998679964453913e-06
1.0968150128380507e+17,5.131109901412856e-06
1.0968150174426662e+17,5.7641865775318974e-06
1.0974150358124518e+17,4.694019935413962e-06
1.0976149517480163e+17,4.613812450315891e-06
1.0980150163245389e+17,6.9506999504180085e-06
1.098015030809393e+17,7.414989795506699e-06
1.0984149637938565e+17,2.3906000023998786e-05
1.0984150007225554e+17,2.1612399905279744e-06
1.0984150851835126e+17,0.00018782779952744021
1.0986150229299632e+17,3.2625600852043135e-06
1.0987149487241938e+17,6.840080004621996e-06
1.0987150955294045e+17,2.8203999136167113e-06
1.0989149644414755e+17,0.0023604882470167734
1.0991149606961474e+17,2.1696300791518297e-06
1.0991150302374656e+17,2.806287966450327e-06
1.0992149878686e+17,1.0314100109098945e-05
1.0969149517006354e+17,2.4612550078018103e-06
1.0969150750944336e+17,6.823710009484785e-06
1.0971150955103918e+17,7.429945071635302e-06
1.0972149638627056e+17,2.110870013893873e-06
1.097314979214098e+17,7.635650035808794e-06
1.0976150455924378e+17,0.08012444991618395
1.0977149642227726e+17,2.3733999417648497e-06
1.097915071927138e+17,1.247789987246506e-05
1.09801497418331e+17,7.979729707585648e-05
1.0982149475354168e+17,8.114639967971016e-06
1.0983149451304427e+17,2.4641289837745716e-05
1.0983150457836178e+17,8.566225005779415e-06
1.0984150259436958e+17,8.657533271616558e-06
1.0985151089707331e+17,2.2816100226918934e-06
1.0987149856535963e+17,7.64084961701883e-06
1.0987150153153909e+17,7.964239557622932e-06
1.0989149748505866e+17,1.70854250048554e-05
1.0991149930082573e+17,2.112240053975256e-06
1.0970149811627765e+17,8.61589978740085e-06
1.0970150128625365e+17,6.246219709282741e-05
1.0972150346234653e+17,4.585700025927508e-06
1.0972151057433395e+17,9.099279850488529e-06
1.0973149624588634e+17,0.0002164920006180182
1.0973150085847675e+17,2.7926899974772823e-06
1.0973150365981386e+17,5.752399829361821e-06
1.0973150372748854e+17,5.503515967575367e-06
1.0973151029635386e+17,2.3408900233334862e-05
1.0977149574584251e+17,2.5836300210357876e-06
1.0977150186263816e+17,4.891599928669166e-06
1.0978150181016118e+17,7.487385119020473e-06
1.0978150281210154e+17,5.2835498536296654e-06
1.0979150627490032e+17,4.955429903930053e-05
1.0980151076329878e+17,2.458810058669769e-06
1.0983151011244442e+17,6.767795942626738e-06
1.0984149819577315e+17,1.0349000149290077e-05
1.0985150280315867e+17,2.7393300570111023e-06
1.0986149664106982e+17,5.39443999514333e-06
1.0986150754794323e+17,2.4874499710373734e-06
1.0986150944050418e+17,2.4013199890760006e-06
1.0987150434468053e+17,0.0003519959864206612
1.0987150795726656e+17,8.05756889779954e-05
1.0989150197690782e+17,5.321729986462742e-06
1.0989150765782922e+17,5.478089860844193e-06
1.0990150096381642e+17,7.275300049514044e-06
1.0990150768615942e+17,4.2061499698320404e-05
1.0991149622535515e+17,1.2010000318696257e-05
1.0991151100799323e+17,0.00014664400077890605
1.099214987549184e+17,3.187670017723576e-06
1.0992149937504277e+17,2.516859922252479e-06
1.0969150376347806e+17,9.459113546957573e-06
1.0970149598714414e+17,9.664409844845068e-06
1.0970150077247938e+17,8.407650057051796e-06
1.0971149538944755e+17,3.857830051856581e-06
1.097115074459398e+17,2.738110015343409e-05
1.0972149901425789e+17,0.00018899899441748857
1.0972149954063045e+17,3.048389942250651e-06
1.0974149643501914e+17,7.437000022036955e-06
1.0974150523302243e+17,9.595084975444479e-06
1.0975149856932797e+17,3.658780030946218e-06
1.0975150725593272e+17,8.607769814261701e-06
1.0975150905345075e+17,8.307380085170735e-06
1.0976149866732992e+17,9.290769958170131e-05
1.0976150100349416e+17,5.137650077813305e-06
1.0976150885121338e+17,6.008065156493103e-06
1.0976151000410752e+17,3.0565900033252547e-06
1.0977150063973883e+17,6.64138826644322e-05
1.0978149778631602e+17,7.4874201345664915e-06
1.0980149534719507e+17,4.217600144329481e-05
1.0981150875739998e+17,6.579890168723068e-06
1.0982149641837229e+17,3.1609487791683932e-06
1.0984149816481326e+17,5.381160008255392e-06
1.0985150362159778e+17,1.0926800314337015e-05
1.0986149976131294e+17,3.2543987629196636e-06
1.098615026206794e+17,5.947760200797347e-06
1.0987150212363728e+17,2.815389962051995e-06
1.09881494127753e+17,7.690153487211709e-06
1.0988149689635656e+17,1.3462099559546914e-05
1.0988150536661246e+17,7.255709988385206e-06
1.0989150035336194e+17,0.000207267003133893
1.099014961104874e+17,2.6995699045073707e-06
1.0990149638369416e+17,3.4251589163937347e-06
1.0990150064003293e+17,8.483700185024645e-06
1.0990150788337288e+17,1.4124905311818062e-05
1.0990150829343514e+17,0.00036987700150348246
1.099114981957725e+17,2.9742579135927373e-05
1.0991150816882488e+17,7.60809007260832e-06
1.0992149438804186e+17,7.761844153719722e-06
1.099214997558005e+17,3.614549996200367e-06
1.0971150147065256e+17,6.455279799411073e-05
1.0972151002757776e+17,1.3202399713918567e-05
1.0972151002791978e+17,8.478309609927237e-06
1.0973150370386928e+17,5.522500032384414e-06
1.0973150702240998e+17,2.879030034819152e-06
1.0973150983626923e+17,2.2333499600790674e-06
1.0975149856982213e+17,5.376689841796178e-06
1.0975150525139634e+17,7.366534873654018e-06
1.0975150828129504e+17,1.6753699583205162e-06
1.0976150237343416e+17,1.0950150226562982e-05
1.0977150898590869e+17,1.042199983203318e-05
1.097815015651465e+17,2.9266567101634187e-06
1.0979150042339349e+17,8.239029739343096e-06
1.0979150078184197e+17,3.5829942329915606e-06
1.097915026501554e+17,5.5966898798942566e-05
1.0979150511821478e+17,0.0008260749746114016
1.0979150521925714e+17,1.0057080089609371e-05
1.0979151048253614e+17,2.973409891637857e-06
1.0980149700146027e+17,8.658030310471077e-06
1.0980150632241218e+17,3.564301238156986e-06
1.0982149990947434e+17,3.207451918569859e-05
1.0982150002084651e+17,4.732210072688758e-06
1.09831494623702e+17,9.393400432600174e-06
1.0983149710015146e+17,1.3516800208890345e-05
1.0983150071041923e+17,3.1080899134394713e-06
1.0983150112311984e+17,2.403389999017236e-06
1.098315021277741e+17,4.881189852312673e-06
1.098414960379571e+17,2.4266898890346056e-06
1.0984149852156574e+17,1.3791052286093043e-05
1.0984149897383898e+17,5.177340972295496e-06
1.0985149557291366e+17,2.4933299300755607e-06
1.0985149862587866e+17,5.287249943345766e-06
1.0985149967853331e+17,9.237150152330287e-06
1.0985151140794667e+17,2.5241124603780918e-06
1.098614986734797e+17,2.195469960497576e-06
1.09871496098344e+17,6.9768698267580476e-06
1.0987149754371768e+17,3.9165599446278065e-05
1.0987151020333147e+17,2.180940100515727e-06
1.0988149506018651e+17,7.478260158677585e-06
1.0988149699708974e+17,6.366223412139031e-06
1.0988150053722704e+17,8.26266023068456e-06
1.0988150137523595e+17,5.048159891885007e-06
1.0988150310374661e+17,3.254559851484373e-05
1.0988151037696938e+17,5.725789833377348e-06
1.0988151046546952e+17,2.4272799237223808e-06
1.0989149635007107e+17,4.726670158561319e-05
1.0989150144854224e+17,2.0625100205506897e-06
1.0989150245764142e+17,2.8095400921301916e-06
1.0989151137493394e+17,4.29325018558302e-06
1.0990149550995942e+17,2.1236598968243925e-06
1.0990150878638213e+17,6.672499239357421e-06
1.0991149405799197e+17,5.651770152326208e-06
1.0991150428698003e+17,6.903199846419739e-06
1.0969149802841362e+17,9.02639021660434e-06
1.0970149914816755e+17,2.4489299903507344e-06
1.0970150059820882e+17,9.831949682848062e-06
1.0970150949799493e+17,6.662980013061315e-06
1.0971149568698238e+17,8.305250048579182e-06
1.0971149582250558e+17,8.99183425774806e-06
1.097114978160854e+17,7.956549961818382e-05
1.0971150936121106e+17,7.168529918999411e-06
1.0972149765089784e+17,3.94175986002665e-05
1.0972150246055402e+17,0.00024004800070542842
1.097215036615075e+17,4.733039986604126e-06
1.097215049354786e+17,5.56957002117997e-06
1.0972150962560635e+17,3.1240833777701482e-06
1.0973149810724714e+17,2.2138399799587205e-05
1.0973150780632294e+17,1.6713666506499674e-05
1.0974150369934312e+17,3.6784499570785556e-06
1.0975150195325997e+17,5.473285000334727e-06
1.097515027517289e+17,2.310422860318795e-05
1.0976149620590005e+17,8.279849680548068e-06
1.0976149840199469e+17,4.986199928680435e-05
1.0976150935656544e+17,4.908560003968887e-05
1.0977149618323862e+17,6.988740096858237e-06
1.09781496673727e+17,1.941899972734973e-05
1.097815004780904e+17,6.079840204620268e-06
1.0978150637875477e+17,0.0003223569947294891
1.0979150031135682e+17,2.360239932386321e-06
1.097915066868536e+17,0.00013237399980425835
1.097915105126867e+17,8.271070328191854e-06
1.0980149976394094e+17,1.7721499716571998e-06
1.09801504122492e+17,2.9482500394806266e-05
1.098015066694963e+17,8.98595044418471e-06
1.0980150917721738e+17,7.041440312605118e-06
1.0980150971030325e+17,7.358570201176917e-06
1.0980150996907926e+17,0.00017233699327334762
1.0980151101670341e+17,2.2530400656251004e-06
1.0981151044274741e+17,0.0003575670125428587
1.0983149407672613e+17,1.6260799384326674e-05
1.0983150321197552e+17,0.00027411599876359105
1.0984150285021645e+17,0.0002859820087905973
1.0984150734890811e+17,6.77779007673962e-06
1.0985149463009802e+17,1.0341100278310478e-05
1.0985149533989952e+17,2.06270010494336e-06
1.0985149539345053e+17,3.3115711378033866e-06
1.0985149779369488e+17,7.815549906808883e-06
1.0985150069012282e+17,6.732040219503688e-06
1.0985150341468946e+17,4.667990197049221e-06
1.0986149591710291e+17,6.8306361964250054e-06
1.098614996685852e+17,7.871787179932913e-06
1.0986150361699728e+17,5.31220542722043e-06
1.0986150398908914e+17,2.8447900604078313e-06
1.0987149707660082e+17,0.00023220600269269198
1.0987149802551899e+17,3.1644980026612758e-06
1.0987149933215603e+17,2.169439994759159e-06
1.098715001992849e+17,4.7041087043453444e-06
1.0987150633393427e+17,7.023059879429638e-06
1.0987151070579931e+17,1.797130062186625e-05
1.0988149779327026e+17,2.6426963239301632e-05
1.0988150247794248e+17,8.520810297341086e-06
1.0988150250604296e+17,3.158899971822393e-06
1.0988150422835018e+17,8.423930012213532e-06
1.0988150926121522e+17,9.798120117920917e-06
1.098914958597959e+17,9.129409590968862e-06
1.0989149968375043e+17,1.9284099721517123e-06
1.0989150637406115e+17,1.5211099707812537e-05
1.0989151073177982e+17,4.122380005355808e-06
1.0990149427565179e+17,7.378010195679963e-06
1.099014948148944e+17,3.2357800137106096e-06
1.0990149979838936e+17,2.374240011704387e-06
1.0990150527234664e+17,5.967539891571505e-06
1.0991149483278859e+17,5.050679828855209e-05
1.09911498787545e+17,4.3067499063909054e-05
1.0991150028614248e+17,3.725240048879641e-06
1.0991151154916325e+17,6.682600087515311e-06
1.0992149693535154e+17,8.936240192269906e-06
1.0992150007390592e+17,4.499910119193373e-06
1.0968149839094683e+17,1.0813099834194873e-05
1.0968150429209973e+17,3.301760079921223e-05
1.0969149519820966e+17,2.32451998272154e-06
1.0969149572401002e+17,9.52059963310603e-06
1.0969150433370874e+17,5.442319888970815e-06
1.0970149485826685e+17,8.51596996653825e-06
1.09701495479191e+17,0.0006860109861008823
1.0970149919649446e+17,2.4885000584617956e-06
1.0970150735828282e+17,0.0003154829901177436
1.0970150932083438e+17,2.486279981894768e-06
1.097015095561477e+17,2.420020109639154e-06
1.0971150058813274e+17,4.389924947645341e-06
1.0971150100797962e+17,2.5936174665730505e-06
1.0972149544376722e+17,1.5261299267876893e-05
1.0972149874006878e+17,9.199251508107409e-06
1.097215011249994e+17,7.155804951253231e-06
1.0972150374152326e+17,1.0091300282510929e-05
1.097215039167847e+17,1.342250016023172e-05
1.0973149533726837e+17,7.2251800702360924e-06
1.0973149550232536e+17,7.87553494774329e-06
1.097314993579391e+17,3.965639916714281e-05
1.0973150252094126e+17,7.981770067999605e-06
1.0973151023028653e+17,7.3903049724322045e-06
1.0974149555293134e+17,2.652079956533271e-06
1.097414994883038e+17,0.0001426859962521121
1.097415065653271e+17,1.0514499990676995e-05
1.0975150213791206e+17,2.6675299977796385e-06
1.0975150335471949e+17,8.109560440061614e-06
1.0975150763035381e+17,5.1089700718875974e-06
1.0975150886847995e+17,2.8929500786034623e-06
1.0975151078301229e+17,1.0586934371935462e-05
1.0976150100696277e+17,5.729939857701538e-06
1.0976150422199174e+17,3.976960215368308e-06
1.0976150758330256e+17,2.4633200155221857e-06
1.097615088569824e+17,2.5408101009816164e-06
1.0976151039441267e+17,5.740449978475226e-06
1.0977149654012152e+17,1.8309999632037943e-06
1.0977150014851574e+17,2.2079550490161637e-06
1.0977150120331075e+17,6.957299926095099e-06
1.0977151030948262e+17,0.00018530299712438136
1.0978149428618214e+17,1.1840399565699045e-05
1.097815112432722e+17,2.9536399779317435e-06
1.0979149504880096e+17,4.244078752435598e-06
1.0979149560273706e+17,1.1287899724266026e-05
1.0979149869540214e+17,9.408299956703559e-05
1.0979149963786362e+17,8.806920050119516e-06
1.0979150600884194e+17,8.428630280832294e-06
1.0979150711278626e+17,2.500240043445956e-06
1.0980149491625541e+17,2.7859599867952056e-05
1.0980149674905014e+17,2.6976660137734142e-06
1.0980150034521282e+17,2.510325089133403e-06
1.0980150142016544e+17,1.1302900020382367e-05
1.0980150627768032e+17,7.393093045930772e-06
1.098015102393735e+17,2.807434975693468e-05
1.098015104492173e+17,0.0001932365410443469
1.0981149929182835e+17,7.325580099859508e-06
1.0981149989264685e+17,2.496170054655522e-06
1.0982149990119258e+17,6.942790150787914e-06
1.0982150342842403e+17,1.565670027048327e-05
1.0983149509960882e+17,2.7785399652202614e-06
1.0983150092792206e+17,6.276939984672936e-06
1.0983150250240403e+17,3.127439981653879e-06
1.098315081157078e+17,2.6786599391925847e-06
1.0983150813339491e+17,2.6943300781567814e-06
1.0983150916467757e+17,4.416579940880183e-06
1.0983151092315882e+17,1.029739996738499e-05
1.0983151172248672e+17,4.521580194705166e-06
1.0984149563652531e+17,1.2162877919763559e-05
1.0984149812280219e+17,5.717969997931505e-06
1.098414993418452e+17,8.53426065398654e-06
1.098415093863343e+17,5.710519872081932e-06
1.0984151068384096e+17,6.973530162213137e-06
1.098415111309096e+17,4.337929931352846e-05
1.0984151161190624e+17,4.827059910894604e-06
1.0985149420923622e+17,1.7022099200403318e-05
1.0985149678223403e+17,2.469685000505706e-06
1.0985150617039306e+17,2.350029944864218e-06
1.0985150975168456e+17,4.371569957584143e-05
1.0986150014081293e+17,2.858580046449788e-06
1.0987149499854229e+17,2.8054500944563188e-06
1.0987149551611291e+17,1.1746290056180442e-05
1.0987149561352539e+17,1.0561591041455118e-05
1.0987149680513136e+17,3.2631199928800925e-06
1.098714973068136e+17,2.6368099497631192e-05
1.0987149784018544e+17,4.083070052729454e-06
1.0987149800013422e+17,7.158394055295503e-06
1.0987149891651546e+17,6.640941086920469e-06
1.0987150110885014e+17,5.833409886690788e-05
1.0987150532713578e+17,5.811959908896824e-06
1.0987150969103064e+17,4.999670181859983e-06
1.0988150006368165e+17,4.361800165497698e-05
1.0988150016959656e+17,5.521750063053332e-05
1.0988150247106157e+17,1.0711799859564053e-05
1.0988150618805467e+17,5.912449978495715e-06
1.0988150870706542e+17,0.00013702199794352055
1.0988151061380237e+17,5.280599907564465e-06
1.0988151105721538e+17,3.6692299545393325e-06
1.0989149815987107e+17,9.28503959585214e-06
1.0989149908799907e+17,2.4720700366742676e-06
1.0989150092371994e+17,1.8296000234840903e-06
1.0989150275376867e+17,2.4182299966923892e-06
1.098915062516695e+17,5.0386402108415496e-06
1.0989150901310272e+17,0.00017296499572694302
1.0989150918990462e+17,7.878194173827069e-06
1.0989151045883067e+17,3.192589929312817e-06
1.0989151046234835e+17,1.164110017271014e-05
1.0990149841698086e+17,3.457100092418841e-06
1.0990149932792966e+17,0.00015340799291152507
1.0990150204363907e+17,1.0124200343852863e-05
1.0990150494333907e+17,6.576020041393349e-06
1.0990150992795186e+17,0.00031244644520079926
1.099114966233362e+17,2.2711199108016444e-06
1.0991150141005256e+17,4.7656201786594465e-05
1.0992149692745123e+17,3.2505674880667357e-06
1.0968149849299216e+17,1.9381599486223422e-05
1.0968151041854854e+17,5.546969987335615e-06
1.0969149516575326e+17,2.6966899895342067e-06
1.0969149518641774e+17,5.927619895373937e-06
1.096914960347556e+17,3.0538399187207688e-06
1.0969150102493429e+17,2.539900037845655e-06
1.0969150117157675e+17,1.0923199624812696e-05
1.0969150166452264e+17,2.53589996646042e-06
1.0969150401038018e+17,0.00015274400357156992
1.0969150656534922e+17,2.226430069640628e-06
1.0969151048296616e+17,8.862273261911469e-06
1.0971149635589104e+17,2.6200549427812803e-06
1.0971149650447555e+17,3.261540086896275e-06
1.0971150057492765e+17,2.8834262764121377e-06
1.0971150354884045e+17,5.757220151281217e-06
1.0972149477960334e+17,2.4121900423779152e-06
1.097214981310437e+17,7.54113989387406e-06
1.097215042339545e+17,0.00012690824951278046
1.0972150767702646e+17,1.0666823419298799e-05
1.0972151097203958e+17,3.4844125025301764e-06
1.0973150372789589e+17,4.525684971667943e-06
1.0973150965066856e+17,8.744889782974496e-05
1.0973150991023554e+17,4.8166298256546725e-06
1.0974149807132856e+17,8.84791006683372e-06
1.0974150043586098e+17,2.136405919372919e-05
1.0974150197834779e+17,1.0664766705303919e-05
1.0974150236657634e+17,4.31016330063964e-06
1.0974150479508286e+17,8.223129952966701e-06
1.097415107864057e+17,4.1237499317503534e-06
1.0975149834289747e+17,2.696149977055029e-06
1.0975150060885029e+17,1.274685615726412e-05
1.0975150085739688e+17,2.7332000172464177e-05
1.0975150127568469e+17,4.151966265908413e-06
1.0975150212333091e+17,2.728869958446012e-06
1.0975150499430858e+17,9.828089787333738e-06
1.0975150826998366e+17,2.3052300548442872e-06
1.0976149604040083e+17,2.9385057262386127e-06
1.0976149837995338e+17,4.170176604626856e-06
1.097615005204039e+17,3.527157502958289e-06
1.0976150062275042e+17,6.635030058532721e-06
1.0976150471260997e+17,1.1161299880768638e-05
1.097615064599249e+17,3.460609877947718e-05
1.0976150875084635e+17,4.018540130346082e-05
1.0977150039035445e+17,2.5030674919435114e-06
1.0977150122466112e+17,1.0746477073553251e-05
1.0977150127244728e+17,2.8857600682385964e-06
1.0977150147080326e+17,1.0069699783343822e-05
1.0977150149835856e+17,1.1137500223412644e-05
1.0977150651300229e+17,8.460243460670908e-06
1.097814982200472e+17,1.0038699656433892e-05
1.0978149909075187e+17,7.141783953557024e-06
1.0978150376445701e+17,1.5652600268367678e-05
1.0978150856983696e+17,3.878849838656606e-06
1.0979149701862981e+17,1.0266156550642336e-05
1.097914973749306e+17,2.760599954854115e-06
1.0979149963763429e+17,8.004670235095546e-06
1.097915002061471e+17,8.96970959729515e-06
1.0979150338072586e+17,0.0001608849997865036
1.0979150463854645e+17,1.7402700905222446e-05
1.0979150650602589e+17,5.7548000768292695e-05
1.097915085639446e+17,2.7170550310984254e-05
1.0980149587041813e+17,8.91781019163318e-06
1.0980149661156184e+17,1.1821500265796203e-05
1.0980149789616403e+17,7.4092399700020906e-06
1.0980149802064285e+17,2.761016655009977e-06
1.0980149850293795e+17,1.1111599633295555e-05
1.0980150132142632e+17,6.120940088294446e-05
1.0981149872824538e+17,2.6021800749731483e-06
1.0981150118496176e+17,5.013130066799931e-05
1.098115029405098e+17,5.173049885343062e-06
1.098115037730103e+17,2.9937400540802628e-05
1.0981150599341595e+17,2.3943200631038053e-06
1.0982149797710531e+17,4.601629825629061e-06
1.0982150310939957e+17,1.1963799806835596e-05
1.098215064673361e+17,5.146010153112002e-06
1.0983149517147306e+17,2.2736380829190327e-05
1.0983149536462122e+17,2.5707399800012354e-06
1.0983149775435702e+17,2.356289996896521e-06
1.0983149991795008e+17,2.5683500552986516e-06
1.0983150145468472e+17,0.0001568360005169072
1.0983150812055525e+17,2.303590008523315e-06
1.0983150994820832e+17,2.329059952899115e-06
1.0984149583399566e+17,0.00014315900625661016
1.0984150029725078e+17,4.319946532157938e-05
1.09841503639989e+17,1.3809800293529406e-05
1.0984150500162162e+17,9.455466675313397e-06
1.0985149570585437e+17,2.3668399080634117e-06
1.0985149837114373e+17,9.148469871433917e-06
1.0985149927645704e+17,6.149609816930024e-06
1.0985149946162538e+17,2.4413300252490444e-06
1.0985150026765368e+17,1.7830600427259924e-06
1.0985150079723454e+17,8.115010132314637e-06
1.098515089205396e+17,2.7118799152958672e-06
1.0985151049472102e+17,2.5738800104591064e-06
1.0986149691409618e+17,2.5466699298704043e-05
1.0986149859051141e+17,2.7438900360721163e-06
1.0986150005748037e+17,9.650510037317872e-06
1.0986150065180344e+17,7.609719887113897e-06
1.0986150150368075e+17,1.0511400432733353e-05
1.098615021560153e+17,7.75419994170079e-06
1.0986150248893536e+17,4.695139978139196e-06
1.0986150319958373e+17,5.530700036615599e-06
1.0986150384884608e+17,5.729070107918233e-05
1.0986150435271322e+17,1.1786100003519095e-05
1.0986150697905709e+17,0.00041593200876377523
1.0987149859303691e+17,2.2041399461159017e-06
1.09871499578434e+17,2.562543310583957e-06
1.0987150106357499e+17,3.7795199956314676e-05
1.0987150373720211e+17,2.58017496435059e-06
1.0987150401623986e+17,3.207180043318658e-06
1.0987150601768707e+17,0.00040151001303456724
1.098715063803799e+17,7.975680091476534e-06
1.0987151072690688e+17,1.7160249626613222e-05
1.0987151163466333e+17,2.0843499441980384e-06
1.0988149558949005e+17,2.371300070080906e-06
1.0988149951088878e+17,1.773270014382433e-05
1.0988150085246797e+17,2.773389951471472e-06
1.0988150104723363e+17,4.980230187356938e-06
1.098815098505814e+17,3.869824922730913e-06
1.0988150993734405e+17,0.00017229300283361226
1.0989149757664571e+17,2.0964999976058607e-06
1.0989149784195648e+17,7.911419743322767e-06
1.0989149808804747e+17,7.381469913525507e-06
1.0989150627088173e+17,1.0284899872203823e-05
1.0989150719040986e+17,7.382870080618886e-06
1.098915087720405e+17,2.638239948282717e-06
1.098915093031662e+17,1.1618933922363794e-05
1.09891510522143e+17,4.031254097340438e-05
1.0990149426151603e+17,9.223579581885133e-06
1.0990149447647739e+17,0.00020112500351388007
1.0990149790137133e+17,1.2769959043494469e-05
1.0990150741360333e+17,6.461300017690519e-06
1.0991149879781701e+17,2.6819200229510898e-06
1.0991149931884021e+17,0.00015962999896146357
1.0991149993090146e+17,9.727849828777835e-06
1.0991150783781334e+17,1.4111100426816847e-05
1.0991151003439458e+17,1.3548004835683969e-05
1.0991151136053906e+17,2.475929932188592e-06
1.0992149866966326e+17,1.6929886400744593e-05
1.0992149884883318e+17,2.9692200769204646e-06
1.099214994764181e+17,1.4041933354747016e-05
1.0968149547806232e+17,3.715987860333472e-06
1.096814955803378e+17,1.0566799574007746e-05
1.0968149596280512e+17,3.2567750167800114e-06
1.0968150172786982e+17,2.7809999210148817e-06
1.096815098982275e+17,3.5032699088333175e-06
1.096914979638878e+17,1.0784045571199385e-05
1.0969149913848566e+17,1.1224739864701405e-05
1.0969150161624798e+17,3.892479981004726e-06
1.096915016879648e+17,2.754519982772763e-06
1.0969150191004181e+17,3.1874574801804556e-06
1.0970149494128386e+17,2.074519898087601e-06
1.0970149595388042e+17,1.0344079358522625e-05
1.0970150190253453e+17,3.364425045522997e-06
1.0970150733480146e+17,2.962970029329881e-05
1.0970150962724042e+17,1.0883600225497503e-05
1.097114955611097e+17,4.304949925426627e-06
1.097114960052451e+17,4.324533762201099e-06
1.0971149642967622e+17,2.3279999368241988e-05
1.097115013216812e+17,6.329220013867598e-06
1.0971150139771555e+17,1.1484199603728484e-05
1.0971150156322394e+17,7.946240550475469e-06
1.0971150157188827e+17,2.7995899927191203e-06
1.0971150176102338e+17,2.707219891817658e-06
1.0971150361398998e+17,4.438690211827634e-06
1.0971150712777813e+17,1.5614164372631683e-05
1.0971150967654384e+17,1.942093376783305e-06
1.097214979341696e+17,1.1388399798306637e-05
1.0972149816634539e+17,2.914360038630548e-06
1.0972149865860666e+17,1.0294200365024153e-05
1.0972149903933734e+17,1.0054700396722183e-05
1.0972150351440965e+17,4.535849939202308e-06
1.0972150352826725e+17,4.532480033958564e-06
1.0972150359367302e+17,4.828159944736399e-06
1.097215037184571e+17,4.774410172103671e-06
1.0972150812963448e+17,2.807279997796286e-06
1.0973150351019062e+17,5.044289991928963e-06
1.0973150367722747e+17,2.8775694570665815e-05
1.09731509307695e+17,2.9949499094072962e-06
1.0974149498341462e+17,2.3527099983766675e-06
1.097414957884167e+17,5.675849934050348e-06
1.0974149579628378e+17,1.3727800251217559e-05
1.0974149604829083e+17,1.211260041600326e-06
1.0974150033157536e+17,4.688460194302024e-06
1.0974150033319763e+17,1.743810025800485e-05
1.0974150038169387e+17,3.0060387814501155e-06
1.0974150366312437e+17,4.873269972449634e-06
1.0974150721164734e+17,2.8431866212486057e-06
1.0974150933271518e+17,0.00010157451572467835
1.097514990838798e+17,1.784209962352179e-05
1.0975150014851611e+17,8.789729690761305e-06
1.0975150140491629e+17,5.362599949876312e-06
1.0975150197430397e+17,7.686980097787455e-06
1.0975150219355102e+17,5.776989837613655e-06
1.0975150354822322e+17,4.168889972788747e-06
1.0975150887399747e+17,3.599639967433177e-06
1.0976149515156619e+17,7.254528009070782e-06
1.0976149521205096e+17,1.9752999378397362e-06
1.0976149648517146e+17,2.472060032232548e-06
1.0976150095012285e+17,2.5583066568894233e-06
1.0976150118164826e+17,2.5278700377384666e-06
1.0976150240444454e+17,8.204146827968847e-06
1.0976150511963034e+17,7.658990398340393e-06
1.0976150520282389e+17,0.0002964049926958978
1.0976150660212282e+17,5.133819990987832e-06
1.097615088570612e+17,5.8079899645235855e-06
1.0976151011653485e+17,5.715170118492097e-06
1.0977149827331475e+17,7.838209967303555e-06
1.0977149994488992e+17,4.516971118088501e-05
