objID,avg_mags,mag_rms
109681495240578506,14.630370063936208,0.08564341153632946
109681495288258808,15.51385740027907,0.007291867945714451
109681495292805906,20.667469869321742,0.08832199685330289
109681495294128642,20.638015333093133,0.18322989602453577
109681495299185417,21.440529349381467,0.14660593454237048
109681495300196541,20.539795072860244,0.11961790257668661
109681495347728181,18.846474388238306,0.012007100234367924
109681495352076457,18.585196237607242,0.016350298895252698
109681495364993796,19.62362917545583,0.15356697343760398
109681495390326230,21.1516064767157,0.0957204498556451
109681495392204502,21.799261483881065,0.48922394587578427
109681495407878251,20.509579556013925,0.06643526895662152
109681495429449866,15.955101754828277,0.02362744710029363
109681495431634598,14.88450235036862,0.020327597794445335
109681495437195227,20.226068099832233,0.04850141102594473
109681495458529019,21.579383021847057,0.035030943304910155
109681495477012976,20.33619813914502,0.03605032037575001
109681495478062324,20.642211257202707,0.43311103010668955
109681495479585531,19.97570818947004,0.13858848959284545
109681495482773241,20.964649147756734,0.19776660186407127
109681495485178487,17.88018458266742,0.015550718376074609
109681495499762850,14.957119043720903,0.040414995400170906
109681495500205485,19.24376247729681,0.15116222373495855
109681495502743980,13.4928814267457,0.030228014664633804
109681495505074246,17.15327101915247,0.08592860260886966
109681495518534959,21.45346376338337,0.11553560451554094
109681495559459004,20.292906132235686,0.060754329929584065
109681495576154985,20.513773953848037,0.2228438344271637
109681495580337796,20.620948942211978,0.4771856152776221
109681495581257055,19.58320476961709,0.12859355306670428
109681495589844256,16.9324790018806,0.1060140866223561
109681495605107954,21.40150359886979,0.2046415593402533
109681495610901323,21.245395041153202,0.19168288127090882
109681495648968644,21.436924010852074,0.1295350535566467
109681495680549593,21.29470149087461,0.19287753519974454
109681495706179695,17.965094530798762,0.16565071488227745
109681495751782936,19.423348821599685,0.09507470190838664
109681495758367502,20.92101225481013,0.03842659145798438
109681495790784220,18.988828533708993,0.013146618060205327
109681495810424402,21.27144003510529,0.09097370570165128
109681495889276115,18.881703566032687,0.08496210105536696
109681495901477952,19.504811688011664,0.17485575538829892
109681495910826016,19.704738101334147,0.17041451190155266
109681495927399464,20.918955934330956,0.18959271422940396
109681495941609318,20.416455531699,0.050392390593928894
109681495962805118,20.993493206676103,0.310510724684514
109681495970455552,21.331504760889796,0.15524801391158746
109681495995887585,21.335240845315393,0.07802243154107026
109681496000147484,17.039987308718104,0.023408352892351113
109681496012125116,19.931621500682304,0.05243900282882717
109681496057409730,21.068172450217435,0.2596084310378064
109681496116338450,21.28102768676598,0.12448843370786553
109681496154309488,21.342491683231312,0.14575052352584036
109681496156429748,21.444225016436047,0.14230307204050555
109681498100868526,20.83299852309621,0.05528381202610149
109681498101049615,13.913369630884475,0.015353775713736296
109681498103889097,19.002273039292696,0.015223183903289911
109681498139799789,20.990788674420138,0.05490765672053642
109681498220818949,20.07133493824302,0.10335998769225044
109681498254449017,18.05011044172126,0.035246463329600686
109681498279754902,20.016018040787145,0.1349571551793481
109681498303845265,16.748795712834248,0.036855666023043285
109681498340124527,16.140521807038517,0.08015676289379456
109681498364426400,20.7353786589933,0.0937031372335844
109681498381487246,20.9555679605722,0.03157565428437566
109681498390946837,19.933957676817936,0.27366672788419383
109681498418377837,20.419500763791728,0.1805317777137125
109681498420757495,20.92347968303586,0.11317863877157683
109681498453625119,17.454122771875426,0.012688358333139329
109681498454572697,21.7827075174432,0.15885493486106464
109681498462274884,20.010469150321565,0.025830150510246067
109681498487132671,18.280773085507892,0.05579509600262546
109681498492992168,20.41195721666987,0.6709245959327378
109681498557288241,16.310153126988563,0.014021432933220456
109681498599593136,19.581869148390048,0.07133131268930823
109681498616735617,20.938516021861595,0.07529825626764218
109681498618406515,21.604834357351137,0.31403348135218656
109681498618714065,21.211201711910537,0.1572620658405999
