red_shift,dist2d,flux
0.501,0.09512505155643275,7.491132919312804e-06
0.7945,0.47527630774909463,3.047753352802829e-06
1.189,0.2717029045950981,8.146999789460097e-06
1.5131,0.2970034836418377,9.317759577243123e-06
0.3649,0.40269801002968797,2.6752099984150846e-06
0.0,0.06400842945504405,3.7874688637708055e-06
0.0,0.06749564831227206,5.5877874274301575e-06
1.2575,0.0996307574440085,5.621930085908389e-06
0.4013,0.10869115704065509,2.4422733986284584e-06
0.2257,0.3416031470038006,2.4547600787627744e-06
0.5144,0.1801801542555005,4.314425041229697e-06
0.3807,0.07390039412796348,1.8087128583352924e-05
1.1463,0.18017838822279242,2.622905071802961e-06
0.5542,0.028775315936226186,2.7256000218282375e-06
1.0216,0.11731760938229244,3.17070998789859e-06
0.7507,0.11796320816560209,3.0644379876321183e-06
1.1496,0.1157149903325871,3.53424746890596e-06
1.5821,0.05106181460826363,2.933114956249483e-06
1.0149,0.43164137586078044,2.4839966499712318e-05
0.005,0.3501185734479483,2.4801678461829268e-05
0.3603,0.11241191221228522,8.7956265512427e-06
0.5678,0.1702847356236618,2.979569899252965e-06
0.1309,0.05547632169566152,4.63997332392157e-05
0.6402,0.049203603624582974,3.7775562589104084e-06
0.4805,0.2518217033524675,3.4726299418252893e-06
0.6146,0.01068438809206625,1.0562185276572372e-05
0.5213,0.09820043833105949,5.605921023743576e-06
2.2945,0.45991996519677614,0.001002890057861805
0.4062,0.13453368950831524,1.4430413102672901e-05
1.6547,0.15431214219093298,4.04976981371874e-06
1.8336,0.12686733127366018,2.0103880160604604e-05
0.3594,0.43553085360163507,8.441899808531161e-06
0.3594,0.18841206385799902,1.2130227787565673e-05
0.2074,0.07807295572257254,7.082557171348266e-06
0.622,0.26426315715017484,6.319080057437532e-06
0.622,0.09868185616600568,3.18585853165132e-06
0.23,0.06997571711872616,1.9275453828763253e-05
0.1701,0.09408775826333247,9.04384585903079e-06
0.2213,0.11833807191230265,4.647665567366251e-06
0.16,0.026231367076283083,9.043929943193992e-05
0.187,0.10259698370287643,8.232288905674068e-06
0.2847,0.12007345398318982,8.133429370597392e-06
0.0,0.16026667386866256,6.7619564885847335e-06
0.1788,0.17618688254435913,2.7128839974466246e-06
0.5184,0.15307461151608212,6.823226123322876e-06
0.5223,0.10698416870885917,7.624487085088142e-06
0.8182,0.03427420431688417,2.2417250420403434e-06
0.0,0.12219488410593854,6.19748016106314e-06
0.428,0.44649883968048903,6.468399988079909e-06
0.5146,0.09657686252716757,3.0112349236333102e-06
0.2207,0.13758224958854517,7.412264299741114e-06
1.2477,0.4312622938265201,1.0036239928012947e-05
1.0806,0.41415185501484575,2.8787599148927256e-06
0.9946,0.24643872925098423,2.569747864202197e-05
0.0,0.3005811036115887,3.1857700832915725e-06
3.121,0.20962835382962378,7.987649951246567e-06
0.4664,0.18385262714926784,8.19653577569365e-06
0.2854,0.1531264590675165,3.7135633495684792e-06
0.4801,0.06451604512022709,1.3436481863622744e-05
0.1753,0.22647055449724052,2.9464099497999996e-06
0.0,0.013742539681483533,3.1896214685340444e-06
0.3577,0.2108893382991019,2.4907133896097853e-06
0.2103,0.13396562679980592,1.638766168200943e-05
0.5501,0.08601177755341598,8.917369996197522e-06
0.2607,0.19025645485491377,1.1163148474224727e-05
0.204,0.1671577377502195,2.903688330964845e-06
0.4418,0.16605105967484024,1.0865018288718096e-05
0.5156,0.17729327616348986,9.569204206961919e-06
0.2162,0.1825944859014726,8.703722551217652e-06
0.1315,0.19567900371576472,3.840850013148156e-06
0.9118,0.3729103029106425,2.5576900952728465e-06
0.214,0.24703063626467228,2.56649991570157e-06
0.7222,0.17237550088225623,2.9905099836469162e-06
3.7297,0.16168226993444743,4.895499841950368e-06
0.2018,0.07611865696615522,8.577297376177739e-06
0.3688,0.1425385165342122,1.828282011047122e-05
0.0,0.07017121786485028,2.642934987306944e-06
0.3553,0.3885223321140218,1.0023233320074118e-05
0.3553,0.131611207972448,8.239501653406478e-06
0.5161,0.1364458465033964,3.917717492640804e-06
0.5965,0.45902464996914705,2.509789965188247e-06
0.9064,0.1327427177039237,2.558530013629934e-06
0.2155,0.11087223073991874,6.19135498709511e-06
0.5052,0.015414383187255276,2.712504010560224e-06
0.3787,0.23864348804539293,1.2031558981107082e-05
0.3781,0.08722092828574605,1.273300040338654e-05
0.3781,0.0630895088884106,1.075545927354445e-05
0.3326,0.12693502566221332,2.8870187520624313e-06
0.2299,0.16977140379260364,3.891963729074632e-06
0.2286,0.07448657040226875,1.717108750654006e-05
0.2277,0.17329461648663727,1.578155987166004e-05
0.3248,0.46370590131834544,5.725210030504968e-06
0.6915,0.15812557707403926,2.324150045751594e-06
0.2164,0.4706636106620747,4.464634912437759e-06
0.442,0.25951050862155645,7.5699560511566235e-06
0.3496,0.3666785529436944,8.37739025882911e-06
1.3076,0.3644656046192499,2.3947700356075075e-06
0.3622,0.168562735390442,1.0641386325005442e-05
0.23,0.08336011362859942,1.0484760575006172e-05
0.2297,0.05285069667502976,7.313774549402296e-05
0.6636,0.014371539249732088,3.715931285341867e-06
0.7297,0.0797558957192371,3.850013323850969e-06
0.5306,0.09590050723252427,6.312105473294981e-06
0.542,0.092940817921095,3.2841049915077747e-06
0.5078,0.05296724823906571,9.223312060514996e-06
0.0,0.15726643443257898,2.9293399848029367e-06
0.0857,0.021029266236555592,4.008443056591204e-06
0.6284,0.11710038097351753,3.8060537690398633e-06
0.329,0.37394438531553476,2.480545049365901e-06
0.5049,0.4802281253666863,2.581570015536272e-06
0.7012,0.05402930220074002,3.270267175789091e-06
0.6296,0.09237657507403928,3.503410100945205e-06
0.5374,0.13827492507583364,2.968970011352212e-06
0.3164,0.4662611553680548,2.8995600587222725e-06
0.0701,0.06347229245731989,3.879235540201383e-06
0.0962,0.05631741961228431,4.0231505813102965e-05
0.623,0.3116704830924256,7.210784815470106e-06
0.6212,0.3080892760714083,8.367757891392102e-06
0.3711,0.20554747978562687,1.5321099817811044e-05
0.0001317396,0.05408480953371505,8.849430741975084e-05
0.816,0.08619061212505859,3.124620093331032e-06
0.00011164729,0.06236714677540029,6.083987367067796e-05
0.4479,0.23389412909652793,6.205001955095213e-06
0.6168,0.3224867980942824,2.8429566706715073e-06
0.408,0.30543798416079126,2.897064041462727e-06
0.664,0.42982096156063615,3.1929099956566156e-06
0.6222,0.2962836034200034,2.719994995459274e-06
0.1398,0.23430160885604176,7.173537109598069e-06
0.3437,0.19368662156661715,8.166995826286438e-06
0.3437,0.21926575804236678,1.0935599827159118e-05
0.3507,0.19840575487860362,3.1717762283278716e-06
0.358,0.09276135675241631,2.8305485427283983e-06
0.5668,0.17369354107388613,2.286855078637018e-06
2.3249,0.1737740897289147,2.4928599486884195e-06
0.6999,0.10736625022275643,5.810232588980095e-06
0.58,0.38116178951279045,7.56626855036302e-06
0.3693,0.21495379502009668,2.5593000145818223e-06
0.3119,0.09367342165589972,2.2780381682836875e-05
0.983,0.26380341004554486,3.2209949267780758e-06
0.2993,0.0856699649104477,3.998696638518595e-05
0.4181,0.13100292659218624,3.136928561226731e-06
0.5133,0.21807367115330745,6.3740899349795654e-06
3.1539,0.49660315201402955,1.4450300113821868e-05
0.0,0.2208515999390784,6.638584864049335e-06
0.4825,0.2889237763384592,1.0984442860717536e-05
0.298,0.4726176494011233,2.148250018763065e-06
0.5755,0.11242041683444685,2.9780187560390914e-06
0.4299,0.1034569766610435,2.957616231924476e-06
0.5662,0.1005006109653205,1.1673596201858128e-05
0.0,0.22273787557006497,2.0855200091318693e-06
0.04,0.021465753908432833,2.7693575361809053e-06
0.069,0.059327235844152934,4.708600044978084e-06
0.0,0.20154195709865239,7.691290193179157e-06
0.46676135,0.08782521767971946,2.4014100239987278e-05
0.4109,0.09691623714377592,1.1629646451183362e-05
0.49,0.09756965659619403,1.631701866244839e-05
0.6051,0.023799272781082015,5.196017293035931e-06
0.7901,0.4478333165970359,2.3314798909268575e-06
0.3749,0.029285179138193205,5.833575755787024e-06
0.6728,0.21289589763769562,2.701739958865801e-06
0.4015,0.08240730330756182,1.0141856405839048e-05
0.4818,0.036459796723784146,7.395382064195084e-06
0.6116,0.3219208961421969,2.678164037206443e-06
0.44,0.20550259095763782,1.0022309973411371e-05
0.3629,0.38201542212119194,6.885617358420859e-06
0.3702,0.11982136532380867,1.7821339952206472e-05
0.3522,0.07547140614934089,2.575565076767816e-06
2.4867,0.05502231030758496,2.435200030959095e-06
0.5594,0.18323692533524627,6.201374996332258e-06
0.3802,0.09913195775946126,9.463237932193027e-06
0.5304,0.4658685402197842,4.7231454490511995e-06
0.5097,0.11576791641325086,7.8849016820944e-06
0.0845,0.2531637801922087,2.510039962544397e-06
0.2987,0.11560484022712385,4.290612271991752e-06
0.6042,0.23997703059166064,2.558510004746495e-06
0.66,0.11595993561059152,4.190936238046561e-06
0.9425,0.4443723649803326,6.563930128322681e-06
0.70087,0.1805456047768424,4.770987015945139e-06
0.305,0.17677823213918137,9.781348398973933e-06
0.1,0.27184623786938833,2.639139893290121e-06
1.28,0.39774784271183855,2.8617700991162565e-06
0.00015336552,0.14916872107740584,0.00018732817989075556
3.4422,0.18799649723138284,3.954514966153511e-06
2.3284,0.46529349590682734,5.131999841978541e-06
0.0,0.4610646905235472,3.0792180496064246e-06
0.5486,0.23151844040316047,3.2447350122311036e-06
0.4337,0.08456244522109034,3.384314974634132e-06
0.77,0.08452558254006341,3.4361366563947135e-06
1.4515,0.26688232661283917,3.0923899885237915e-06
0.6788,0.03723781411294931,2.84784672051804e-06
0.0,0.0943160675925518,2.659615006450622e-06
0.3158,0.01751648626915064,3.1055267299961997e-06
0.4445,0.35488944768626984,2.5115900825767312e-06
0.3717,0.1664247680847196,9.812017146436523e-06
1.4526,0.22899219044977243,5.041789790993789e-06
0.9,0.2574650793156342,2.447950009809574e-06
0.6357,0.0845715805247351,6.17845838254046e-06
0.0,0.11679199786180981,3.951660119128064e-06
0.5164,0.22356812366060308,1.2799231378515039e-05
0.4999,0.2797822656932652,2.4765350303823652e-06
1.018,0.1985996051967675,4.722696030512452e-06
0.4869,0.4560683315799033,3.5081399497964108e-06
0.0,0.15199696801205778,3.4856799781361283e-06
1.8685,0.3083664924669886,2.1021000975451898e-06
0.8187,0.29140964428983435,2.6010900455730734e-06
0.7525,0.09210081096114867,2.541204973264636e-06
0.5233,0.37214775833350455,5.176349986868445e-06
0.6539,0.41746358176445353,2.502999905118486e-06
0.0,0.08924009928688414,4.055902861312331e-06
1.6204,0.10203919201724793,2.215902376130024e-05
0.5253,0.27749261288096005,7.181388460034773e-06
0.7647,0.08757842922663868,2.657089908097987e-06
2.5689,0.24457621971853855,2.6682100724428892e-06
1.4156,0.44784679895121426,2.8272950203245273e-06
0.6498,0.16013724237504917,3.109410012517141e-06
0.621,0.35089635947881004,2.4105199827317847e-06
0.4759,0.07021285482222792,3.4776937241076666e-06
0.1394,0.20666078767875118,2.626357513690891e-06
0.0,0.24418802734273098,6.4070932239701506e-06
0.23,0.12626259525924224,3.626957344143496e-05
0.23,0.17521576404625777,3.968386238284438e-05
0.3301,0.17578687040077498,1.3587016635736089e-05
1.0625,0.21345905033620938,5.453739959193626e-06
0.0,0.2587116514537235,8.922839697333984e-06
0.4207,0.18616824213268726,4.428222496244416e-06
0.7536,0.103293467686563,6.253492983887554e-06
0.5531,0.1357803493963033,2.7982899837297737e-06
0.22,0.15516835903431325,7.462189417613748e-06
0.7323,0.2632816671815383,2.8825425033573993e-06
0.0897,0.2592317798425422,1.2607752925011e-05
0.2079,0.16784897749864125,5.861093332744834e-06
0.0897,0.21706001226448873,1.0144145107915392e-05
0.2189,0.21649123547192486,1.0205516096343323e-05
0.2199,0.1802872286445917,6.165203607948074e-05
0.3416,0.17560362525988696,1.449657132900978e-05
0.2101,0.20513668737332136,1.7946634651035193e-05
0.5192,0.3296529943895195,3.2062074524219497e-06
0.1724,0.1159524648398385,5.715854892211307e-06
0.2297,0.20813100585993724,4.186527753012746e-06
1.118,0.20523822402631378,3.112486638201517e-06
1.6409,0.42998182167231436,2.910069952122285e-06
0.8856,0.18049340123445923,9.496039638179354e-06
0.2005,0.1819221819041534,7.996156682565925e-06
0.5863,0.2024062660142743,7.838284950088968e-06
0.8465,0.13108769390326194,7.716939762758557e-06
0.0,0.08769660870032293,2.1838700376974884e-06
0.782,0.3101985320381891,2.6004599931184202e-06
0.3668,0.11603108308009182,6.0869259414175755e-06
0.5299,0.3305924504639449,5.791010153188836e-06
1.2426,0.0870313493602379,2.8760699706253945e-06
0.7383,0.28237299271851785,2.7367950679035857e-06
0.342,0.14557574575810223,4.378118745762549e-06
0.23,0.11668493708565442,4.867612773927653e-05
0.5207,0.223800976749252,3.057882452139893e-06
0.2198,0.1557278855827144,2.9589262169338326e-06
0.0577,0.12925144750315054,4.152129804424476e-06
0.5371,0.10698551432147166,4.464012818061747e-06
0.5135,0.24015048583286974,5.242037968855584e-06
0.5249,0.1218230305581519,2.0373618781377445e-05
0.5116,0.12275282856992134,2.6984400278706744e-06
0.6678,0.21819806867121844,2.5761999040696537e-06
0.3193,0.1844340176101837,3.195460021743202e-06
0.5295,0.02607042360521956,6.164899014038383e-06
0.053,0.1908513091501771,2.692840098461602e-06
0.3057,0.2855174344843546,7.1410800046578515e-06
2.5773,0.41607230286244185,2.234959993074881e-06
2.7049,0.055800474338603176,2.9841866459416147e-06
